STuff1,Date,Stuff2,Stuff3,,,,,,
1007 Sa2 Bukhara ,337, 10/R04 , 4.85 g ,416,,,,,
1008 Sa2 Bukhara ,338, 04/R02 , 1.07 f ,1137,,,,,
1009 Sa2 Bukhara ,338, 06/R06 ,3.27,299,,,,,
1010 Sa2 Bukhara ,338, 06/R06 , 1.66 f ,933,,,,,
1011 Sa2 Bukhara ,338, 06/R06 , 1.19 f ,1062,,,,,
1012 Sa2 Bukhara ,338, 07/R03 ,2.88,539,,,,,
1013 Sa2 Bukhara ,338, 07/R03 , 2.12 f ,877,,,,,
1014 Sa2 Bukhara ,338, 07/R05 ,3.16,280,,,,,
1015 Sa2 Bukhara ,338, 07/R05 , 2.03 f ,825,,,,,
1016 Sa2 Bukhara ,338, 07/R05 , 1.72 f ,686,,,,,
1017 Sa2 Bukhara ,338, 07/R05 , 1.63 f ,670,,,,,
1018 Sa2 Bukhara ,338, 07/R08 , 1.08 f ,1241,,,,,
1019 Sa2 Bukhara ,339, 02/R09 , 1.05 f ,777,,,,,
1020 Sa2 Bukhara ,339, , 3.28 e , 1333. Obv outer margin: MAB alMalik alMu'ayyad Abu Muhammad Nuh b Nasr. Rev: no caliph/Nuh b Nasr.,,,,,
1021 Sa2 Bukhara ,339, 07/R03 , 2.50 e , 0214. As preceding.,,,,,
1022 Sa2 Bukhara ,340, 07/R03 ,2.68, 0524. Obv: alMalik alMu'ayyad. Margin , 30:4-5. Rev: alMustakfi billah/Nuh b Nasr.,,,,
1023 Sa2 Bukhara ,340, 07/R06 , 1.39 f , 0822. As preceding.,,,,,
1024 Sa2 Bukhara ,340, 07/R06 , 1.25 f , 1247. As preceding.,,,,,
1025 Sa2 Bukhara ,340, 07/R06 , 0.93 f , 1164. As preceding.,,,,,
1026 Sa2 Bukhara ,340, , 1.94 f , 1082. Obv: --. Margin MAB alMalik alMu'ayyad Abu Muhammad Nuh b Nasr. Rev: no caliph/Nuh b Nasr.,,,,,
1027 Sa2 Bukhara ,340, 02/R01 , 1.85 f , 1256. As preceding.,,,,,
1028 Sa2 Bukhara ,340, 02/R01 , 1.15 f , 0944. As preceding.,,,,,
1029 Sa2 Bukhara ,340, 03/R01 , 1.47 f , 1271. As preceding.,,,,,
1030 Sa2 Bukhara ,340, 03/R01 , 1.40 f , 0905. As preceding.,,,,,
1031 Sa2 Bukhara ,341, 03/R02 , 1.57 f , 0683. Obv: alMalik alMu'ayyad; , 30:4-5. Rev: alMustakfi billah/Nuh b Nasr.,,,,
1032 Sa2 Bukhara ,341, 04/R05 ,2.92, 0735. As preceding.,,,,,
1033 Sa2 Bukhara ,341, 04/R05 , 1.03 f , 1253. As preceding.,,,,,
1034 Sa2 Bukhara ,341, 04/R05 , 0.66 f , 0955. As preceding.,,,,,
1035 Sa2 Bukhara ,341, 05/R01 , 1.69 f , 0962. As preceding.,,,,,
1036 Sa2 Bukhara ,341, 05/R01 , 1.64 f , 0712. As preceding.,,,,,
1037 Sa2 Bukhara ,342, 02/R04 , 1.65 f , 1252. As preceding.,,,,,
1038 Sa2 Bukhara ,342, 03/R03 ,3.68, 0180. As preceding.,,,,,
1039 Sa2 Bukhara ,342, 06/R05 ,3.44, 0310. As prceding.,,,,,
1040 Sa2 Bukhara ,342, 06/R05 , 2.55 f , 0845. As preceding.,,,,,
1041 Sa2 Bukhara ,342, 07/R03 , 2.57 f , 0827. As prceding.,,,,,
1042 Sa2 Bukhara ,342, 09/R , 1.81 f , 0873. As preceding.,,,,,
1043 Sa2 Bukhara ,342, 10/R08 , 2.13 f , 0945. As preceding.,,,,,
1044 Sa2 Bukhara ,343, 01/R03 , 0.99 f , 0998. Obv: al¬Malik alMu'ayyad. Rev: alMustakfi billah/Nuh b Nasr.,,,,,
1045 Sa2 Jurjan ,341, , 2.27 f , 0902. Obv: --. Rev: L/MRA/alMustakfi billah/alMalik alMu'ayyad/Nuh b Nasr.,,,,,
1046 Sa2 Ma`din ,333, 1.15 f , 0864. Rev: no caliph/Nuh b Nasr.,,,,,,
1047 Sa2 Ma`din ,333, 1.13 f ,1011,,,,,,
1048 Sa2 Ma`din ,333, 09/R03 , 1.17 f ,1079,,,,,
1049 Sa2 Ma`din ,333, 10/R10 , 2.77 e , 0839. Obv: --. Rev: L/M/R/A/Nuh b Nasr.,,,,,
1050 Sa2 Samarqand ,329, 333-334 mule , 01/R02 ,2.56, 0237 Rev: alMustakfi billah sic/Nuh b Nasr sic.,,,,
1051 Sa2 Samarqand ,331, 08/R08 ,3.41, 0319. Rev: alMuttaqi lillah/ Nuh b Nasr.,,,,,
1052 Sa2 Samarqand ,331, 08/R08 ,1.97,295,,,,,
1053 Sa2 Samarqand ,331, 09/R ,3.17,431,,,,,
1054 Sa2 Samarqand ,331, 12/R ,2.95,92,,,,,
1055 Sa2 Samarqand ,332, ,3.8,497,,,,,
1056 Sa2 Samarqand ,332, , 3.24 h ,592,,,,,
1057 Sa2 Samarqand ,332, 03/R ,3.09, 2h ,584,,,,
1058 Sa2 Samarqand ,332, 03/R01 , 1.22 f ,697,,,,,
1059 Sa2 Samarqand ,332, 333- mule , 01/R08 , 3.34 h , 0596. Rev: alMustakfi billahsic/Nuh b Nasr.,,,,
1060 Sa2 Samarqand ,33133, 1.12 f ,1196,,,,,,
1061 Sa2 Samarqand ,33133, 0.88 f ,1161,,,,,,
1062 Sa2 Samarqand ,333, 02/R ,2.82, 0548. Rev: alMuttaqi lillah/Nuh b Nasr.,,,,,
1063 Sa2 Samarqand ,334, 01/R06 ,3.1, 0491. Rev: alMustakfi billah/Nuh b Nasr.,,,,,
1064 Sa2 Samarqand ,334, 05/R ,2.93, 0115. As preceding.,,,,,
1065 Sa2 Samarqand ,335, 04/R06 , 1.43 f , 0773 As preceding.,,,,,
1066 Sa2 Samarqand ,335, 05/R07 , 2.05 f , 0718 As preceding.,,,,,
1067 Sa2 Samarqand ,335, 01/R10 , 1.81 f , 0824. Rev: alMuti` lillah/Nuh b Nasr.,,,,,
1068 Sa2 Samarqand ,337, 01/R ,3.76, 0228. Rev: alMustakfi billah/Nuh b Nasr.,,,,,
1069 Sa2 Samarqand ,337, 01/R ,2.83,447,,,,,
1070 Sa2 Samarqand ,337, 05/R ,3.01,70,,,,,
1071 Sa2 Samarqand ,338, , 1.44 f ,983,,,,,
1072 Sa2 Samarqand ,338, 09/R08 , 1.83 f ,1104,,,,,
1073 Sa2 Samarqand ,338, 10/R06 , 1.76 f ,878,,,,,
1074 Sa2 Samarqand ,3339, 2.18 f ,826,,,,,,
1075 Sa2 Samarqand ,3339, 1.64 f ,1094,,,,,,
1076 Sa2 Samarqand ,33339, 1.53 fh ,828,,,,,,
1077 Sa2 Samarqand ,3339, 1.42 f ,1365,,,,,,
1078 Sa2 Samarqand ,33639, 1.80 f ,747,,,,,,
1079 Sa2 Samarqand ,339, 1.17 f ,1348,,,,,,
1080 Sa2 Samarqand ,339, 01/R ,3.75,74,,,,,
1081 Sa2 Samarqand ,339, 02/R ,3.12,279,,,,,
1082 Sa2 Samarqand ,339, 05/R , 1.70 f ,625,,,,,
1083 Sa2 Samarqand ,339, 05/R14 , 1.89 f ,823,,,,,
1084 Sa2 Samarqand ,339, 07/R14 ,3.19,148,,,,,
1085 Sa2 Samarqand ,339, 08/R ,2.78,79,,,,,
1086 Sa2 Samarqand ,339, 09/R17 ,3.58,46,,,,,
1087 Sa2 Samarqand ,339, 10/R , 2.58 f ,687,,,,,
1088 Sa2 Samarqand ,339, 12/R , 2.42 f ,1298,,,,,
1089 Sa2 Samarqand ,339, 15/R09 ,3.6,390,,,,,
1090 Sa2 Samarqand ,339, 16/R ,3.37,44,,,,,
1091 Sa2 Samarqand ,339, 17/R ,3.58,506,,,,,
1092 Sa2 Samarqand ,340, 06/R ,3.64,89,,,,,
1093 Sa2 Samarqand ,340, 06/R ,2.91, 2h ,589,,,,
1094 Sa2 Samarqand ,340, 08/R10 , 0.73 f ,1134,,,,,
1095 Sa2 Samarqand ,340, 10/R , 2.98 g ,185,,,,,
1096 Sa2 Samarqand ,340, 15/R , 3.71 g ,177,,,,,
1097 Sa2 Samarqand ,340, 16/R , 1.32 f ,637,,,,,
1098 Sa2 Samarqand ,341, 05/R , 1.16 f ,986,,,,,
1099 Sa2 Samarqand ,341, 06/R , 1.88 f ,802,,,,,
1100 Sa2 Samarqand ,341, 07/R ,3.19,170,,,,,
1101 Sa2 Samarqand ,341, 09/R10 ,3.11,398,,,,,
1102 Sa2 Samarqand ,341, 09/R12 , 0.63 f ,1077,,,,,
1103 Sa2 Samarqand ,341, 10/R , 4.03 g ,559,,,,,
1104 Sa2 Samarqand ,342, 1.09 f ,938,,,,,,
1105 Sa2 Samarqand ,342, 01/R , 2.67 f ,1238,,,,,
1106 Sa2 Samarqand ,342, 03/R01 , 1.08 f ,885,,,,,
1107 Sa2 Samarqand ,342, 04/R06 ,4.37,334,,,,,
1108 Sa2 Samarqand ,342, 09/R07 , 1.59 f ,704,,,,,
1109 Sa2 Samarqand ,342, 09/R07 , 1.14 f ,666,,,,,
1110 Sa2 Samarqand ,33143, 0.87 f ,968,,,,,,
1111 Sa2 Samarqand ,33143, 1.66 f ,958,,,,,,
1112 Sa2 Samarqand ,33143, 0.92 f ,1036,,,,,,
1113 Sa2 Samarqand ,33143, 0.82 f ,1032,,,,,,
1114 Sa2 Samarqand ,33143, 0.62 f ,1074,,,,,,
1115 Sa2 Samarqand ,33343, 2.23 f ,1047,,,,,,
1116 Sa2 Samarqand ,33343, 2.16 f ,669,,,,,,
1117 Sa2 Samarqand ,33343, 2.02 f ,992,,,,,,
1118 Sa2 Samarqand ,33343, 1.99 f ,1041,,,,,,
1119 Sa2 Samarqand ,33343, 1.89 f ,1327,,,,,,
1120 Sa2 Samarqand ,33343, 1.78 f ,1308,,,,,,
1121 Sa2 Samarqand ,33343, 1.19 f ,798,,,,,,
1122 Sa2 Samarqand ,33343, 1.11 f ,1133,,,,,,
1123 Sa2 Samarqand ,33343, 0.85 f ,854,,,,,,
1124 Sa2 Samarqand ,33343, 0.42 f ,665,,,,,,
1125 Sa2 Samarqand ,3403, 1.76 f ,1221,,,,,,
1126 Sa2 Samarqand ,3403, 1.35 f ,725,,,,,,
1127 Sa2 Samarqand ,343, 02/R05 , 1.47 f ,1068,,,,,
1128 Sa2 Samarqand ,343, 16/R09 , 1.05 f ,806,,,,,
1129 Sa2 al¬Shash ,332, 1.92 f , 0675. Rev: alMuttaqi lillah/ Nuh b Nasr.,,,,,,
1130 Sa2 al¬Shash ,332, , 1.54 f ,1088,,,,,
1131 Sa2 alShash ,332, 05/R04 , 1.47 fg ,1369,,,,,
1132 Sa2 al¬Shash ,332, 08/R , 4.09 h ,569,,,,,
1133 Sa2 al¬Shash ,332, 09/R ,3.99,296,,,,,
1134 Sa2 al¬Shash ,332, 333- mule , 02/R02 ,2.7, 0318. Rev: alMustakfi billahsic/Nuh b Nasr.,,,,
1135 Sa2 al¬Shash ,332, 333- mule , 02/R02 , 1.56 f , 0886 Rev: alMustakfi billahsic/Nuh b Nasr.,,,,
1136 Sa2 alShash ,333, 1.99 f , 0673. Rev: alMuttaqi lillah/ Nuh b Nasr.,,,,,,
1137 Sa2 al¬Shash ,333, 14/R , 1.83 f , 0774. As preceding.,,,,,
1138 Sa2 al¬Shash ,333, 03/R , 1.36 f , 0892. Rev: alMustakfi billah/Nuh b Nasr.,,,,,
1139 Sa2 al¬Shash ,333, 05/R15 , 1.53 f , 0913. As preceding.,,,,,
1140 Sa2 alShash ,333, 09/R11 , 1.13 fh , 0916. As preceding.,,,,,
1141 Sa2 al¬Shash ,334, 01/R ,3.4,458,,,,,
1142 Sa2 al¬Shash ,334, 04/R02 , 1.93 f ,646,,,,,
1143 Sa2 al¬Shash ,334, 06/R , 3.33 h ,585,,,,,
1144 Sa2 al¬Shash ,339, 02/R02 ,4.64,386,,,,,
1145 Sa2 al¬Shash ,339, 02/R02 ,3.02,1383,,,,,
1146 Sa2 al¬Shash ,340, 07/R , 3.46 f ,1204,,,,,
1147 Sa2 al¬Shash ,341, 03/R , 3.91 g ,505,,,,,
1148 Sa2 alShash ,341, 03/R11 , 3.10 f ,631,,,,,
1149 Sa2 al¬Shash ,341, 04/R , 2.28 f ,1027,,,,,
1150 Sa2 alShash ,341, 04/R14 , 2.51 f ,1355,,,,,
1151 Sa2 alShash ,341, 08/R02 , 1.03 f ,1146,,,,,
1152 Sa2 al¬Shash ,341, 13/R ,2.84,282,,,,,
1153 Sa2 al¬Shash ,341, 14/R06 ,3.08,59,,,,,
1154 Sa2 alShash ,341, 14/R06 , 1.40 fg ,900,,,,,
1155 Sa2 al¬Shash ,341, 17/R02 ,2.87,421,,,,,
1156 Sa2 al¬Shash ,341, 19/R ,4.4,154,,,,,
1157 Sa2 al¬Shash ,342, 05/R , 3.67 b ,348,,,,,
1158 Sa2 alShash ,342, 05/R13 , 0.99 f ,767,,,,,
1159 Sa2 alShash ,342, 06/R12 , 1.57 f ,1326,,,,,
1160 Sa2 al¬Shash ,342, 11/R ,2.87,78,,,,,
1161 Sa2 alShash ,342, 13/R12 , 1.91 f ,1053,,,,,
1162 Sa2 al¬Shash ,342, 16/R ,3.99,292,,,,,
1163 Sa2 alShash ,342, 16/R , 1.14 f ,895,,,,,
1164 Sa2 al¬Shash ,34043, 2.43 f ,745,,,,,,
1165 Sa2 alShash ,34043, 2.29 f ,1040,,,,,,
,0,,,,,,,,
`Abd al¬-Malik b. Nuh,0,,,,,,,,
1166 Sa2 Bukhara ,343, 0.79 f , 1243. Obv: alMalik alMu'ayyad; , 30:4-5. Rev: no caliph/`Abdalmalik b Nuh.,,,,,
1167 Sa2 Bukhara ,343, 02/R08 , 1.59 f , 1325. As preceding.,,,,,
1168 Sa2 Bukhara ,343, 05/R09 ,3.19, 0190 Obv: alMalik alMu'ayyad; , 30:4-5. Rev: no caliph/`Abdalmalik/b Nuh.,,,,
1169 Sa2 Bukhara ,343, 05/R09 , 1.20 f , 1015. As preceding.,,,,,
1170 Sa3 Bukhara ,348, 01/R , 2.66 f , 1289. Obv: --;30:4-5. Rev: alMuti` lillah/`Abdalmalik/b Nuh.,,,,,
1171 Sa3 Bukhara ,348, 04/R ,3.73, 0387 As preceding.,,,,,
1172 Sa3 Bukhara ,349, 01/R02 , 3.44 e , 0027 As preceding.,,,,,
1173 Sa3 Bukhara ,34550, 2.64 f , 0645. Rev: alMuti` lillah/`Abdalmalik/b Nuh.,,,,,,
1174 Sa2 Samarqand ,343, 03/R06 , 2.10 f , 1112. Rev: alMustakfi billah/`Abdalmalik/b Nuh.,,,,,
1175 Sa3 Samarqand ,344, 01/R05 , 2.06 f ,1301,,,,,
1176 Sa3 Samarqand ,344, 05/R08 , 1.52 f ,1328,,,,,
1177 Sa3 Samarqand ,344, 08/R08 , 2.27 e ,163,,,,,
1178 Sa3 Samarqand ,344, 10/R10 ,2.64,301,,,,,
1179 Sa3 Samarqand ,345, 01/R05 , 1.98 f ,627,,,,,
1180 Sa3 Samarqand ,347, , 0.79 f , 0813. Rev: alMuti` lillah/`Abdalmalik/b Nuh.,,,,,
1181 Sa2 al¬Shash ,343, 06/R ,2.64, 0120. Rev: alMustakfi billah/`Abdalmalik b/Nuh.,,,,,
1182 Sa2 al¬Shash ,343, 09/R , 3.50 e , 1101. As preceding.,,,,,
1183 Sa2 al¬Shash ,343, 10/R ,2.7, 0157. As preceding.,,,,,
1184 Sa3 al¬Shash ,350,961, 02/R02 ,4.51, 0198 Rev: alMustakfi billah/`Abdalmalik/b Nuh.,,,,
,0,,,,,,,,
,0,,,,,,,,
UNKNOWN EMIR and CALIPH,0,,,,,,,,
1185 Sa2 al¬Shash ,32043, 1.08 f ,717,,,,,,
1186 Sa2 alShash ,32043, 0.76 f ,781,,,,,,
1187 Sa2 mint ,32043, 1.16 f ,926,,,,,,
1188 Sa2 mint ,32043, 0.97 f ,1207,,,,,,
,0,,,,,,,,
IMITATIONS,0,,,,,,,,
Khazar issues,0,,,,,,,,
1189 ImKz2 Madinat al¬Salam ,154, ,5.16, 1n ,547,,,,
1190 ImKz2 Madinat Isbahan ,201,3.06,126,,,,,,
,0,,,,,,,,
Unknown issuer,0,,,,,,,,
1191 Im9th Madinat al¬Salam ,270, , 1.71 f ,1050,,,,,
1192 Im9th Madinat al¬Salam ,190, 02/R02 ,2.55,317,,,,,
,0,,,,,,,,
Unknown issuer in easternmost Caliphate/Northern Afghanistan,0,,,,,,,,
1193 ImAfg Samarqand ,0, 1.07 f ,742,,,,,,
1194 ImAfg Samarqand ,312, , 1.64 f ,746,,,,,
,0,,,,,,,,
Rus in Kiev,0,,,,,,,,
1195 ImRus Bird ,0, 310 S1351 Datable to ca , 950 AD ,3.63,67,,,,
,0,,,,,,,,
Unknown issuer,0,,,,,,,,
1196 Im10th NM ND K0007 ,0, 1.40 f ,620,,,,,,
1197 Im10th Samarqand ND K0061 ,0, 2.27 g ,196,,,,,,
1198 Im10th al¬Shash ,292, 02/R02 ,2.1, 2h ,574,,,,
1199 Im10th NM ND ,301, 1.63 f ,1150,,,,,,
1200 Im10th al¬Shash    ,301, 0.99 f ,1280,,,,,,
1201 Im10th mint ,324, 2.04 f ,940,,,,,,
1202 Im10th mint ,335, 1.78 c ,41,,,,,,
1203 Im10th al¬Shash ,290,2.84,466,,,,,,
1204 Im10th mint xxx ,301, 3.08 g ,536,,,,,,
1205 Im10th al¬Shash ,283, 2.83 h ,593,,,,,,
1206 Im10th NM ,296, 1.34 f ,941,,,,,,
1207 Im10th Andaraba ,301, 1.40 f ,901,,,,,,
1208 Im10th Andaraba xxx ,301, 1.06 cf ,1282,,,,,,
1209 Im10th Andaraba xxx ,301, 0.77 cf ,1279,,,,,,
1210 Im10th mint xxx ,301, 0.89 f ,989,,,,,,
1211 Im10th mint xxx ,301, 0.79 f ,880,,,,,,
1212 Im10th mint xxx ,301,3.16,543,,,,,,
,0,,,,,,,,
Unknown issuer,0,,,,,,,,
1213 ImBang mint xxx ,296, 1.12 f ,689,,,,,,
,0,,,,,,,,
Volga Bulgar issues presumably from Bulgar,0,,,,,,,,
1214 ImVbB NM ND K0001 , , 1.95 ch ,578,,,,,,
1215 ImVbB NM ND K0001 , , 0.82 f ,882,,,,,,
1216 ImVbB NM Balkh ND K0003 , , 1.04 f ,930,,,,,,
1217 ImVbB NM ND K0006 , , 1.34 f ,811,,,,,,
1218 ImVbB NM ND K0012 , , 2.01 f ,1142,,,,,,
1219 ImVbB NM ND K0021 R01/R02 ,2.93,438,,,,,,,
1220 ImVbB Samarqand ,310, 02/R02 , 1.80 f ,1202,,,,,
1221 ImVbB Samarqand ,310, 02/R02 , 0.85 f ,1151,,,,,
1222 ImVbB Balkh ,300, 01/R02 , 1.05 f ,1129,,,,,
1223 ImVbB NM ND K0052 , , 1.68 f ,1219,,,,,,
1224 ImVbB mint xxx ,301, , 1.41 f ,720,,,,,
1225 ImVbB NM ND K0052 , , 1.31 f ,789,,,,,,
1226 ImVbB Samarqand ND K0062 , , 0.84 f ,1019,,,,,,
1227 ImVbB Madinat al¬Salam ND ,290, 01/o.03 , 1.92 f ,699, 1228 ImVbB Balkh , 191 =291, 01/R02 ,2.56,17
1229 ImVbB Balkh ,291, 01/R02 , 1.16 f ,861,,,,,
1230 ImVbB NM ,315, 03/R05 , 1.70 fh ,870,,,,,
1231 ImVbB NM ,315, 04/R03 , 1.03 f ,1320,,,,,
1232 ImVbB NM ,315, 04/R03 , 0.76 f ,1182,,,,,
1233 ImVbB Samarqand ,300, 06/R03 , 2.44 cg ,397,,,,,
1234 ImVbB Samarqand ,300, 06/R03 , 1.40 f ,883,,,,,
1235 ImVbB al¬Shash ,8, 12/R10 , 0.95 f ,909,,,,,
1236 ImVbB al¬Shash ,8, 13/R08 ,2.79,464,,,,,
1237 ImVbB al¬Shash ,8, 13/R08 , 1.61 f ,679,,,,,
1238 ImVbB al¬Shash ,8, 13/R09 ,3.31,219,,,,,
1239 ImVbB al¬Shash ,8, 13/R09 , 1.57 f ,692,,,,,
1240 ImVbB Madinat al¬Salam ,0, 21/R38 , 2.79 h nh ,576, 1241 ImVbB Bilar ,1, 22/R09 , 1.06 fh ,1070
1242 ImVbB Samarqand ,299, 23/R02 , 1.39 f ,812,,,,,
1243 ImVbB NM ,8, 25/R51 , 2.20 c ,557,,,,,
1244 ImVbB NM ,8, 25/R51 , 1.18 f ,749,,,,,
1245 ImVbB Banjhir ,320, 29/R16 , 1.33 f ,1089,,,,,
1246 ImVbB NM ND,0, 1.55 f ,770,,,,,,
1247 ImVbB Samarqand ND,0,2.68,227,,,,,,
1248 ImVbB Samarqand ND,0, 1.74 f ,1169,,,,,,
1249 ImVbB Naysabur ,8, 53/R34 , 1.10 f ,1190,,,,,
1250 ImVbB Samarqand ,6, 55/R34 , 1.10 f , 2h ,1310,,,,
1251 ImVbB al¬Shash ,308, 60/R40 ,2.83,542,,,,,
1252 ImVbB al¬Shash ,308, 60/R40 , 1.39 f ,1371,,,,,
1253 ImVbB Samarqand ,302, 62/R40 , 1.29 f ,779,,,,,
1254 ImVbB al¬Shash ,290, 66/R41 ,3.47,68,,,,,
1255 ImVbB NM ,302,305, 316} S0006  , 1.84 f ,939,,,,
1256 ImVbB al¬Shash ,310, 1.92 f ,919,,,,,,
1257 ImVbB NM ND S0022  ,0,1000,,,,,,,
1258 ImVbB NM ND S0027  ,0,1081,,,,,,,
1259 ImVbB Samarqand ,306, 0.97 f ,1239,,,,,,
1260 ImVbB Madinat al¬Salam ,297, 1.63 f ,641,,,,,,
1261 ImVbB Mid ,301, 1.82 f ,643,,,,,,
1262 ImVbB Samarqand ,303,2.47,204,,,,,,
1263 ImVbB mint xxx ,0, 0.57 f ,949,,,,,,
1264 ImVbB mint xxx ,0, 1.25 f ,830,,,,,,
1265 ImVbB mint xxx ,0, 1.03 f ,862,,,,,,
1266 ImVbB mint xxx ,0, 1.19 f ,943,,,,,,
1267 ImVbB mint xxx unsp  ,0,1270,,,,,,,
1268 ImVbB al¬Shash ,8, 58/R37 , 1.73 f , 1269. Rev: alMuqtadir billah/alAmir Yaltawar.,,,,,
1269 ImVbB Naysabur/alShash ,0, ,3.18, 0271. Rev: alMuqtadir billah/Mikaila.,,,,,
1270 ImVbB Naysabur/alShash ,0, , 1.95 f ,650,,,,,
1271 ImVbB Naysabur/alShash ,0, , 1.25 f ,1309,,,,,
1272 ImVbB Naysabur/alShash ,0, , 1.21 f ,1349,,,,,
1273 ImVbB Naysabur/alShash ,0, , 0.75 f ,721,,,,,
1274 ImVbB Naysabur ND K0004 ,0, 1.99 f ,701,,,,,,
1275 ImVbB Naysabur ND K0004 ,0, 1.71 f ,1099,,,,,,
1276 ImVbB Naysabur ND K0004 ,0, 1.42 f ,629,,,,,,
1277 ImVbB Naysabur ND K0004 ,0, 0.72 f ,1181,,,,,,
1278 ImVbB Naysabur ND K0004 ,0, 0.56 f ,1130,,,,,,
1279 ImVbB Naysabur ND K0004 ,0, 0.52 f ,1141,,,,,,
1280 ImVbB al¬Shash ,8, 12/R11 ,3.28, 1387. Rev: alMuqtadir billah/Mikal b Ja`far.,,,,,
1281 ImVbB Naysabur ,8, 16/R12 , 2.92 g ,478,,,,,
1282 ImVbB Madinat Bulghar ND,0, 2.28 f ,642,,,,,,
1283 ImVbB Madinat Bulghar ND,0, 1.72 f ,1049,,,,,,
1284 ImVbB Madinat Bulghar ND,0, 1.14 f ,751,,,,,,
1285 ImVbB NM ND/NM NDR13/R45 ,0, 0630. Rev: alMuqtadir bilah/Mikail b Ja`far.,,,,,,,
1286 ImVbB NM ND/NM NDR13/R45 ,0,829,,,,,,,
1287 ImVbB NM ND/NM NDR13/R45 ,0,942,,,,,,,
1288 ImVbB NM ND/NM NDR13/R45 ,0,47,,,,,,,
1289 ImVbB NM ND/NM NDR13/R45 ,0,1292,,,,,,,
1290 ImVbB NM ND/NM NDR13/R45 ,0,820,,,,,,,
1291 ImVbB NM ND/NM NDR13/R45 ,0,740,,,,,,,
1292 ImVbB NM ND/NM NDR13/R45 ,0,1210,,,,,,,
1293 ImVbB NM ND/NM NDR13/R45 ,0,831,,,,,,,
1294 ImVbB NM ND/NM NDR13/R45 ,0,1370,,,,,,,
1295 ImVbB NM ND/NM NDR13/R45 ,0,1029,,,,,,,
1296 ImVbB NM ND/NM NDR13/R45 ,0,1069,,,,,,,
1297 ImVbB NM ND/NM NDR13/R45 ,0,1299,,,,,,,
,0,,,,,,,,
Volga Bulgar issues presumably from Suwar,0,,,,,,,,
1298 ImVbS Samarqand ,304, 01/R02 , 2.02 f ,1240,,,,,
1299 ImVbS NM ND Naysabur ,320, ,3.13,487,,,,,
1300 ImVbS NM ND Naysabur ,320, , 0.61 f ,1318,,,,,
"1301 ImVbS NM ND Andaraba ""300"" K0011 ",0, 1.74 f ,1291,,,,,,
"1302 ImVbS NM ND Andaraba ""300"" K0011 ",0, 1.14 f ,1020,,,,,,
"1303 ImVbS NM ND Andaraba ""300"" K0011 ",0, 0.89 f ,1180,,,,,,
1304 ImVbS Naysabur ,301, , 1.37 f ,809,,,,,
1305 ImVbS Naysabur ,301, , 0.59 f ,999,,,,,
1306 ImVbS Andaraba ND K0013 ,0,3.31,57,,,,,,
1307 ImVbS NM ND K0015 ,0,3.39,499,,,,,,
1308 ImVbS Suwar ,0, , 3.25 g ,541,,,,,
1309 ImVbS Suwar ,297, ,3.22,409,,,,,
1310 ImVbS alShash ,0, 03/R01 , 1.62 f ,676,,,,,
1311 ImVbS al¬Shash ,317, 05/R01 ,2.84,272,,,,,
1312 ImVbS al¬Shash ,308, 04/R03 , 1.09 c ,267,,,,,
1313 ImVbS al¬Shash ,308, 04/R04 ,2.69,488,,,,,
1314 ImVbS NM ND Andaraba ,0,3.87,408,,,,,,
1315 ImVbS NM ND Andaraba ,0, 2.30 f ,1290,,,,,,
1316 ImVbS NM ND Andaraba ,0, 1.56 f ,660,,,,,,
1317 ImVbS NM ND Andaraba ,0, 0.64 f ,801,,,,,,
1318 ImVbS Andaraba ,300, ,3.95,518,,,,,
1319 ImVbS al¬Shash ,290, , 1.73 f ,1080,,,,,
1320 ImVbS al¬Shash ,290, , 1.22 f ,1149,,,,,
1321 ImVbS Samarqand ,305, ,3.67,531,,,,,
1322 ImVbS al¬Shash ,283, 02/R02 , 1.33 fh ,1119,,,,,
1323 ImVbS al¬Shash ,308, ,2.58,270,,,,,
1324 ImVbS al¬Shash ,308, , 2.22 f ,1249,,,,,
1325 ImVbS al¬Shash ,308, , 2.11 f ,832,,,,,
1326 ImVbS al¬Shash ,308, , 1.70 f ,722,,,,,
1327 ImVbS Balkh ,296, 02/R02 ,2.41,281,,,,,
1328 ImVbS Samarqand ND K0054 , , 1.03 f ,1281,,,,,,
1329 ImVbS NM ND K0054 R01/R02 ,0,1331,,,,,,,
1330 ImVbS NM ND K0098 ,0, 0.81 f ,1260,,,,,,
1331 ImVbS NM ND K0098 ,0, 2.97 h ,527,,,,,,
1332 ImVbS Samarqand ,327, 02/R01 ,3.38,77,,,,,
1333 ImVbS Samarqand ND S0007  ,3.82,106,,,,,,,
1334 ImVbS Samarqand ND S0007  ,0,619,,,,,,,
1335 ImVbS NM ND S0013  ,0,980,,,,,,,
1336 ImVbS Samarqand ,309, 2.09 f ,969,,,,,,
1337 ImVbS mint date ,301, 1.46 f ,1009,,,,,,
1338 ImVbS al¬Shash ,288, 308 S0096  , 1.40 f ,931,,,,,
1339 ImVbS al¬Shash ND S0097  ,0,680,,,,,,,
1340 ImVbS Samarqand ,280, 2.13 f ,1350,,,,,,
1341 ImVbS Samarqand ,280, 1.25 f ,1341,,,,,,
1342 ImVbS Naysabur ,296, 0.83 f ,950,,,,,,
1343 ImVbS mint date ,301,3.65,504,,,,,,
